title,category
"엔비디아·SK, 'AI 혈맹'…메모리 공동개발·데이터센터 협력",Economic
"""AI 주식 매우 싸다"" 젠슨 황의 장담…삼전닉스 낙폭 줄었다",Economic
수도권 레미콘 1.1만대 멈췄다…반도체 공사 현장도 비상,Economic
"LG엔솔, 美관세 1천억 돌려받을듯…韓기업 6천곳 환급 신청",Economic
"'검은 월요일' 코스피, 8000선 깨져…서킷 브레이커·사이드카 발동",Economic
"[클릭 e종목]""가격 사이클 끝나간다…반도체 투자 중심축 '소부장'으로 이동 전망""",Economic
"두산, 엔비디아와 AI팩토리·피지컬AI 전방위 협력 나선다",Economic
"코스피 20% 하락 경고…""아직 바닥 신호 없다""",Economic
"네이버-엔비디아, 기가와트급 'AI 팩토리' 동맹…""최적의 파트너""",Economic
젠슨 황 방문에 대표 출신 차기 총리 발탁까지…네이버 주가 힘 받나,Economic
[속보] 코스피 거래 재개...'서킷 브레이커' 해제,Economic
"대한전선, 싱가포르서 초고압 전력망 프로젝트 수주",Economic
"""화사 'So Cute' 매력적"" 젠슨 황, 깜짝 팬심...""이재용·최태원·정의선 중 찐친?"" 질문엔",Economic
"폰드그룹, 라이브 커머스 기업 '모나드홀딩스' 인수",Economic
수도권 레미콘 1만1000대 멈췄다…반도체 공사 '비상',Economic
8천선 폭삭 무너진 코스피...서킷 브레이커 발동,Economic
"""소문난 잔치, 이젠 끝?""⋯글로벌 큰손들, 한국 주식 비중 축소",Economic
"코스피, 장중 8% 폭락…삼전·SK하닉 급락에 서킷브레이커 발동",Economic
"구리· 동탄·수지가 또…수도권 신고가 거래 줄었는데, 호재 있는 곳은 딴 세상[부동산360]",Economic
"중소기업 특별급여, 대기업 17.4% 수준…임금 격차 키워",Economic
"엔비디아 “네이버, 엔비디아 DSX 기반 AI 팩토리 구축”",Economic
코스피 7400선 추락…개장 3분 만에 '서킷 브레이커',Economic
"대한전선, 싱가포르서 1400억원 '초고압 케이블 프로젝트' 수주",Economic
[속보] 최태원 “엔비디아와 차세대 AI팩토리 공동 개발”,Economic
"금융위기 후 최고 원·달러 환율⋯""종전해도 빨리 돌아가기 어려워""",Economic
“수입 원자재 두배 올랐다” “팔수록 손해”…고환율 직격탄에 중기 ‘패닉’ [중기+],Economic
"AI 깐부된 투타 콤비…두산그룹·엔비디아, 피지컬 AI 생태계 구축 협력",Economic
한화오션 조선소서 휴머노이드 로봇 실증… 에이로봇·엔닷라이트 협력,Economic
"'반도체 직주근접' 동탄, 신고가 거래 비중 6개월째 상승",Economic
가전·스마트폰 사면 20% 온누리로…삼성전자 ‘상생 페이백’ 실시,Economic
장 초반 '7400피'에 서킷브레이커…코스닥도 7%↓,Economic
코스피·코스닥 동시 폭락…블랙먼데이 '거래 중단'(상보),Economic
에이비엘바이오 “월드 ADC 코리아서 이중항체 ADC 소개”,Economic
"키움증권 ""스벅 '탱크데이' 여파에 이마트 2분기 실적 전망치 ↓""",Economic
'검은 월요일' 공포⋯개장 직후 '8천피' 붕괴,Economic
"“나이 들어 믿을건 자식 아닌 주택”…4월 주택연금 급증, 이유가",Economic
‘검은 월요일’ 국내 증시 멈췄다…코스피 서킷 브레이커 발동,Economic
"로킷헬스케어, 이나단 CTO 영입 “신장·연골 재생 美 진출 속도”",Economic
"닛케이 장초반 4% 급락…중동 확전에 위험회피, 엔화 소폭 상승",Economic
코스피 서킷브레이커 발동…20분간 매매 중단,Economic
[속보] 달러당 원화값 1555.2원 개장…17년3개월만에 최저,Economic
"코스닥, 매도 사이드카 발동…역대 12번째",Economic
"""국평 21억이라니""…서울 아파트 분양가, 한 달 새 2억 뛰었다",Economic
"코스피, 올해 3번째 서킷브레이커...반도체 급락 여파 8%대 ↓",Economic
"[속보] 젠슨 황, 주가 폭락에 “AI 혁명은 이제 시작···주식 저렴하게 살 수 있는 기회”",Economic
"""메모리도 커스텀 시대…SK하이닉스 실적 더 좋아진다""-NH證",Economic
"중기중앙회, 한성숙 총리 지명 환영…""3고 위기 이끌 현장형 적임자""",Economic
"“성장 성과를 국민과 함께” 삼성전자, 5조원 사회 기여 약속 첫 발",Economic
"‘검은 월요일’ 코스피, 美 반도체 쇼크에 8% 폭락…7400선 털썩",Economic
"원/달러 환율 1,555.2원 개장…17년 3개월 만에 최고",Economic
무겁고 발아픈 군화는 그만! “진동 칩 심어 근육 피로 해소”[K-히든챔피언],Economic
"미국發 반도체 쇼크에 '블랙먼데이'…코스피, 8% 내린 7400선까지 밀려",Economic
상장 규모만 2000억달러 ‘스페이스X·오픈AI·앤트로픽’… 지수 끌어내릴 수도,Economic
레미콘 운송노조 파업에 삼성·SK 긴장…반도체공장 건설 차질 우려,Economic
"환율, 17년 3개월 만에 '최고'...1,555.2원에 개장",Economic
환율 17년 만에 최고 수준…당국 경고에도 달러 강세 못 꺾었다,Economic
달러 대비 원화 환율 16.1원 오른 1555.2원 개장..17년 만에 최고,Economic
"코스피, 개장 직후 서킷 브레이커…美 기술주 급락에 8000선 붕괴",Economic
규제에 수도권 신고가 10% 밑으로…반도체 벨트·비규제지역은 강세,Economic
"""스페이스X, 너무 비싸…이 가격엔 안 사겠다""…가치평가 대가의 경고",Economic
폭락장 비껴간 대원제약…비만신약 기대감에 19% 상승 [Why 바이오],Economic
"젠슨 황, 첫 한국 예능 출연…""화사 음악 사랑한다"" 팬심 고백",Economic
"MBK, 日 알루미늄업체 아르테미라 인수 완료",Economic
"'붙이는 화장품 1위' 피앤씨랩스, 반창고 회사에 팔렸다",Economic
이제는 미국이 석유 더 시추해야할때…국내 강관업계 하반기 실적 ‘기대감’,Economic
"원·달러, 1555.2원 출발…17년 3개월만 최고치",Economic
'검은 월요일' 29만전자·185만닉스 폭락…시총 50위 중 49개↓,Economic
